IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,KEN,Kenya,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.64,,,7.74,,14.34,10.64 [7.74 – 14.34],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,10.87,,,9,,12.97,10.87 [9 – 12.97],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,UGA,Uganda,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.04,,,6.91,,17.31,11.04 [6.91 – 17.31],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,NZL,New Zealand,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.13,,,9.64,,12.78,11.13 [9.64 – 12.78],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.16,,,9.63,,12.76,11.16 [9.63 – 12.76],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.39,,,9.89,,13.05,11.39 [9.89 – 13.05],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.48,,,9.83,,19.15,11.48 [9.83 – 19.15],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,SRB,Serbia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.69,,,9.17,,14.74,11.69 [9.17 – 14.74],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.81,,,10.37,,13.32,11.81 [10.37 – 13.32],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,SEN,Senegal,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.81,,,7.32,,18.12,11.81 [7.32 – 18.12],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.89,,,5.88,,21.33,11.89 [5.88 – 21.33],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,HTI,Haiti,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,11.97,,,6.14,,19.8,11.97 [6.14 – 19.8],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,LSO,Lesotho,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,114.5,,,42.5,,215.9,114.5 [42.5 – 215.9],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GHA,Ghana,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.02,,,7.6,,17.78,12.02 [7.6 – 17.78],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.15,,,10.22,,14.34,12.15 [10.22 – 14.34],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.15,,,10.39,,14.06,12.15 [10.39 – 14.06],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.27,,,7.49,,19.13,12.27 [7.49 – 19.13],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,COG,Congo,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.46,,,7.47,,19.65,12.46 [7.47 – 19.65],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MWI,Malawi,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.59,,,8.08,,18.69,12.59 [8.08 – 18.69],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BDI,Burundi,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.75,,,7.6,,20.57,12.75 [7.6 – 20.57],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.86,,,12.33,,16.05,12.86 [12.33 – 16.05],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.92,,,9.79,,15.31,12.92 [9.79 – 15.31],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GIN,Guinea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,12.99,,,7.13,,21.48,12.99 [7.13 – 21.48],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.02,,,11.52,,14.61,13.02 [11.52 – 14.61],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.08,,,7.37,,21.24,13.08 [7.37 – 21.24],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.15,,,12.44,,13.97,13.15 [12.44 – 13.97],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,ISL,Iceland,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.17,,,10.52,,16.17,13.17 [10.52 – 16.17],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,AGO,Angola,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.27,,,8.28,,20.11,13.27 [8.28 – 20.11],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.36,,,10.65,,16.4,13.36 [10.65 – 16.4],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BEN,Benin,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.38,,,8.04,,21.24,13.38 [8.04 – 21.24],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.68,,,11.55,,16.08,13.68 [11.55 – 16.08],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,TCD,Chad,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,13.97,,,8.11,,22.73,13.97 [8.11 – 22.73],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.41,,,12.57,,16.38,14.41 [12.57 – 16.38],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.6,,,12.68,,16.69,14.6 [12.68 – 16.69],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.7,,,10.41,,23.75,14.7 [10.41 – 23.75],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.75,,,12.25,,17.59,14.75 [12.25 – 17.59],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.89,,,14.29,,18.11,14.89 [14.29 – 18.11],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,14.94,,,8.31,,23.79,14.94 [8.31 – 23.79],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,15.03,,,7.13,,26.9,15.03 [7.13 – 26.9],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GAB,Gabon,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,15.17,,,8.89,,24.3,15.17 [8.89 – 24.3],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,15.33,,,8.04,,27.85,15.33 [8.04 – 27.85],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BFA,Burkina Faso,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,15.44,,,9.45,,23.74,15.44 [9.45 – 23.74],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,NAM,Namibia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,16.29,,,9.35,,26.97,16.29 [9.35 – 26.97],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,16.35,,,11.69,,22.35,16.35 [11.69 – 22.35],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,URY,Uruguay,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,16.66,,,14.03,,19.51,16.66 [14.03 – 19.51],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,TGO,Togo,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,16.69,,,9.91,,26.04,16.69 [9.91 – 26.04],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,16.73,,,10.54,,23.94,16.73 [10.54 – 23.94],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CMR,Cameroon,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,17.09,,,10.03,,27.01,17.09 [10.03 – 27.01],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,17.14,,,14.07,,20.6,17.14 [14.07 – 20.6],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZMB,Zambia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,17.26,,,10.82,,26.03,17.26 [10.82 – 26.03],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CIV,Côte d’Ivoire,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,17.71,,,10.73,,27.28,17.71 [10.73 – 27.28],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,17.87,,,15.22,,20.77,17.87 [15.22 – 20.77],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,17.94,,,8.02,,28.78,17.94 [8.02 – 28.78],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ERI,Eritrea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,18.69,,,10.15,,30.76,18.69 [10.15 – 30.76],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,19.55,,,15.7,,24.2,19.55 [15.7 – 24.2],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,19.68,,,12.16,,29.75,19.68 [12.16 – 29.75],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,JAM,Jamaica,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.17,,,1.58,,2.89,2.17 [1.58 – 2.89],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.18,,,1.18,,3.5,2.18 [1.18 – 3.5],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,TUR,Turkey,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.26,,,1.7,,3.12,2.26 [1.7 – 3.12],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.37,,,1.74,,3.14,2.37 [1.74 – 3.14],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.4,,,1.84,,3.06,2.4 [1.84 – 3.06],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.57,,,1.85,,3.44,2.57 [1.85 – 3.44],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.71,,,2.07,,9.17,2.71 [2.07 – 9.17],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,DZA,Algeria,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.72,,,1.47,,4.69,2.72 [1.47 – 4.69],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,PER,Peru,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.77,,,1.71,,3.97,2.77 [1.71 – 3.97],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.87,,,1.58,,5.01,2.87 [1.58 – 5.01],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,MDV,Maldives,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.95,,,1.91,,4.31,2.95 [1.91 – 4.31],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,PAN,Panama,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,2.95,,,2.32,,3.69,2.95 [2.32 – 3.69],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,21.18,,,11.14,,33.91,21.18 [11.14 – 33.91],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,21.2,,,12.15,,25.06,21.2 [12.15 – 25.06],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,23.42,,,19.76,,27.47,23.42 [19.76 – 27.47],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,MOZ,Mozambique,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,23.97,,,14.39,,36.68,23.97 [14.39 – 36.68],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,BWA,Botswana,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,24.55,,,13.22,,41.35,24.55 [13.22 – 41.35],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,25.55,,,16.8,,36.36,25.55 [16.8 – 36.36],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,SUR,Suriname,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,25.91,,,18.69,,34.67,25.91 [18.69 – 34.67],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AFR,Africa,Country,CAF,Central African Republic,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,26.31,,,14.31,,43.26,26.31 [14.31 – 43.26],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,27.87,,,26.79,,29.48,27.87 [26.79 – 29.48],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,FSM,Micronesia (Federated States of),Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,28.37,,,12.17,,45.14,28.37 [12.17 – 45.14],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,28.93,,,25.04,,33.19,28.93 [25.04 – 33.19],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.03,,,1.61,,5.2,3.03 [1.61 – 5.2],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,VCT,Saint Vincent and the Grenadines,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.31,,,2.41,,4.43,3.31 [2.41 – 4.43],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.34,,,2.03,,5.03,3.34 [2.03 – 5.03],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,AMR,Americas,Country,BHS,Bahamas,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.42,,,2.45,,4.65,3.42 [2.45 – 4.65],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,SEAR,South-East Asia,Country,BGD,Bangladesh,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.64,,,2.35,,5.48,3.64 [2.35 – 5.48],,,EN,2021-02-09T03:00:00.000Z
MH_12,Age-standardized suicide rates (per 100 000 population),numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2015,false,Sex,Both sexes,BTSX,,,,,,,,,,3.65,,,2.09,,6.42,3.65 [2.09 – 6.42],,,EN,2021-02-09T03:00:00.000Z
