Country,Life expectancy,Adult Mortality,Infant Mortality,Alcohol,Hepatitis B,Measles,Under five Mortality,Polio,Total expenditure,Diphtheria,GDP,Population,thinness 10-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status,Diseases Mortality,Child Mortality,Mortality Rate
Burundi,55.5375,5.675254391041663,4.237235661645771,4.103333333333334,93.33333333333331,1349.5,4.687682917562507,4.461588457510067,1.9585913069739824,4.45143608604605,5.278284038650957,3915446.6875,8.01875,8.012500000000001,0.3278749999999999,2.0123998903241462,Developing,30.12,35.135,49.735172970249934
Cabo Verde,72.51875,4.755205265481663,3.136010387037745,3.448,80.64285714285714,0.125,3.313276500289685,4.435271149192694,1.5592667951877368,4.3694478524670215,7.612604245429753,292600.25,8.012500000000001,7.975,0.57,2.501435951739211,Developing,15.5975,3.4575,14.661992152809091
Cambodia,64.34375,5.280026096575785,3.8627408452485232,1.4860000000000002,79.6,1880.8125,4.07369532665425,4.306595672369887,1.747575347605864,4.277533798029277,6.510234557734761,7145967.4375,10.14375,10.88125,0.4919374999999999,2.2900063107871853,Developing,24.572499999999998,10.5625,23.77896226847856
Cameroon,54.01875,5.686551537727839,4.2932637246454455,4.141333333333334,76.81818181818181,2979.25,4.769327772154375,4.283586561860629,1.551667546683888,4.240427067399849,7.037430424326358,9967291.9375,6.550000000000001,6.606249999999999,0.47,2.186753277468924,Developing,27.61625,27.56375,42.312893034527654
Canada,81.6875,4.168601332828593,1.6111863829682174,8.053333333333333,28.846153846153847,129.5,1.7608706161943097,4.446320985379279,1.953311264535624,4.511546083955424,10.594909313967594,11364053.8125,0.50625,0.4375000000000001,0.8921875000000001,2.7647455447787554,Developing,12.0825,1.1725,8.71315833199112
Central African Republic,48.51250000000001,5.808330160057001,4.6299420637295805,1.2313333333333334,42.57142857142857,699.4375,5.029865862373034,3.721165117611905,1.3960796618546878,3.7480324053189147,5.968162391148885,2016546.125,7.106250000000001,7.087500000000001,0.3355,1.830579461077637,Developing,39.546875,19.565625,35.03376308615962
Chad,50.3875,5.428248536140067,4.4827836014922955,0.4113333333333333,29.875,4687.75,5.062357663084799,3.4927124904979285,1.4768965058021715,3.288868196688236,6.536704369933651,4114092.0625,7.14375,7.043750000000001,0.316625,1.8062374884087082,Developing,24.48625,33.383125,48.35651480071716
Chile,79.44999999999999,4.153006474870687,2.038945015022503,6.978,77.2,1.0625,2.199444334074532,4.426342518448393,1.9331625762328108,4.486527405857319,9.213292618100791,14671763.9375,0.8875000000000001,0.9125,0.8013125,2.7013612129514133,Developing,13.2625,1.806875,10.198270823967722
China,74.2625,4.300680995219929,2.87976009730157,4.182000000000001,80.4375,65857.9375,3.049569205151741,4.539964775862816,1.5929019437940009,4.535954075299409,8.195708962049986,321812.0625,4.6375,4.025,0.66025,2.4368974306016398,Developing,20.166875,3.03875,13.268760297673241
Colombia,73.28750000000001,4.822295664976738,2.8382740464847256,4.419333333333333,79.0,9.5,2.9964507653769124,4.433788569232471,1.8468787684491346,4.371818458081358,8.49994389705927,31767432.625,2.3000000000000003,2.075,0.6818750000000001,2.5039941521622495,Developing,12.3225,3.0,13.657020476838376
Comoros,61.58125,5.484537563757649,4.173588874339632,0.1346666666666666,76.46153846153847,62.625,4.488341382407432,4.216746543734779,1.5752604606325138,4.203759348207967,7.060162176535872,532200.6875,7.275,7.1625000000000005,0.3246249999999999,2.298200494676222,Developing,22.304375,11.33125,25.477717820504715
Congo,59.04375,5.776878029726752,3.9498244426548963,2.1733333333333333,50.77777777777778,1021.625,4.354053059670444,3.9596219842274247,1.0941579383187294,4.0118683403978626,7.620916932595894,,8.4875,8.125,0.5283125,2.3112970335960674,Developing,29.09875,13.5375,27.618255532052093
Costa Rica,78.59374999999999,4.239526572066598,2.238579763018133,3.924666666666667,79.3125,0.1875,2.3907676588741382,4.247601986072144,2.154085084675602,4.378896741664954,8.829434426586822,2309299.4375,1.9625,1.90625,0.7369375,2.5523705752546766,Developing,10.933125,2.1174999999999997,10.98637399395887
Croatia,76.11875,4.48863636973214,1.680362250770799,12.448000000000002,96.22222222222224,23.6875,1.8341801851120072,4.5591262474866845,1.9975081589171495,4.557816489604621,9.337612149711775,1159772.375,1.74375,1.7187499999999998,0.7890625000000001,2.6309891549657483,Developed,19.755,1.330625,9.333803805614945
Cuba,77.97500000000001,4.052871314015525,1.6740545555200728,4.190666666666667,96.25,0.0,1.9350477952928002,4.591958292015861,1.860767155420083,4.542629667513193,8.51571817997001,,3.44375,3.268749999999999,0.7421250000000001,2.6874222333062425,Developing,17.225625,2.179375,9.841348664828399
Cyprus,79.675,3.991296186322654,1.2954118646427175,10.260666666666667,92.625,1.9375,1.4701758451005926,4.584967478670572,1.911022890054873,4.584967478670572,10.155963828905278,390274.375,0.9062500000000002,1.0,0.8330625000000002,2.604077610719232,Developed,11.6175,1.616875,8.373758896065965
Czechia,76.76875,4.274058555608974,1.1761518661235275,13.026000000000002,97.28571428571428,22.9375,1.3847306391437078,4.584967478670572,1.9530276168241774,4.586242176102573,9.658204850859024,,1.99375,2.0625,,2.4833429278118175,Developed,18.818125000000002,1.27625,8.111191060876209
Democratic Republic of the Congo,55.68749999999999,5.58114392002342,4.498677084752845,1.424,51.333333333333336,48922.6875,4.840948580437718,4.018632740486404,1.2693859428741683,3.7346889901452305,5.930526518743439,,8.14375,7.956250000000001,,1.5802665351338203,Developing,26.735,27.651875,42.572644585213986
Denmark,79.25625000000001,4.190601263630456,1.3675255742265082,10.707999999999998,,15.75,1.540757492129194,4.477336814478207,2.0570255023955037,4.477336814478207,10.845220093829989,4260081.375,1.1624999999999996,0.9375,0.8998749999999999,2.8445459456907476,Developed,14.664375,0.968125,8.067009329986158
Djibouti,60.75625,5.615634087879496,4.203824705549254,0.7639999999999999,78.0,113.875,4.41649599386636,4.315820056435613,1.955954770606774,4.319153392855371,7.420516383574241,634116.1875,5.84375,5.7,0.4184374999999999,1.5581446180465501,Developing,22.7575,18.17125,32.407204787295115
Dominican Republic,72.34374999999999,4.966335035199676,3.373055075715875,6.030666666666666,65.125,23.0,3.5706412367530773,4.325786916351006,1.5435829696380763,4.42109709615533,8.440410652245765,4448642.6875,3.46875,3.3750000000000004,0.6849999999999999,2.545040955340628,Developing,16.728125,4.028125,15.938156347668627
Ecuador,74.72500000000001,4.8837484441904015,2.8781093813239647,3.807333333333333,78.0625,20.75,3.0396594420276606,4.366278277705742,1.7715567619105355,4.490740895237055,8.279603652003578,8710592.0625,1.3812500000000003,1.26875,0.6988749999999999,2.565910433941087,Developing,13.286875,4.424375,15.22589226754203
Egypt,71.5,5.139468165939224,3.304273400380429,0.1886666666666666,96.6875,1069.25,3.4985320260060955,4.571484128333285,1.6763486177167273,4.571484128333285,7.6620681699251625,,3.125,3.075,0.6476249999999999,2.4760130520623225,Developing,29.203125,5.153125,17.09539859232575
El Salvador,71.74375,5.04382826145202,2.9514211260963887,2.6926666666666668,86.0625,0.125,3.118281709632498,4.409763389645481,1.9605641574424162,4.468060972015685,7.937514309674911,2930826.5,1.80625,1.725,0.6504375,2.5381511643068126,Developing,10.581875,3.41375,14.527281097180907
Equatorial Guinea,55.3125,5.6325549653678335,4.465290111635626,7.341999999999999,9.0,294.5,4.817803699842609,3.607533814659984,1.074774865854254,3.399111875171134,9.493599333360153,556765.3125,6.65625,6.599999999999999,0.5361875,2.1192630358665077,Developing,23.816875,24.33125,39.246898776846066
Eritrea,60.6875,5.732126947665344,3.769479698642604,0.608,86.42857142857143,175.0,4.138231853915017,4.475203859528065,1.243770274200002,4.409763389645481,6.049938444476712,2071919.3333333333,8.08125,8.01875,0.2553125,1.5943242746240522,Developing,30.21625,12.77125,26.411088500222963
Estonia,74.94375,5.133958510128255,1.5871923034867805,9.014666666666663,86.83333333333333,3.5,1.8253554186565706,4.54595082632812,1.7382414798183934,4.544623686120057,9.480210722655412,791848.6875,2.075,2.1375,0.8233125,2.768674822918645,Developing,22.200625000000002,2.10125,10.647756232271608
Ethiopia,59.11250000000001,5.6544609193234905,4.141754806485876,1.0746666666666669,64.11111111111111,3948.375,4.577869644455324,3.934273614362966,1.5895072769452219,3.8327091987084208,5.665725984664557,43950760.75,8.38125,6.475,0.346125,1.916922612182061,Developing,21.59875,25.96375,40.33783537026469
Fiji,68.7125,4.8283137373023015,2.984671326194566,1.462666666666667,98.875,50.0,3.1483460586776735,4.575998808687811,1.3602925585808898,4.518386055903201,8.295505977089585,650205.125,4.093750000000001,3.7937499999999993,0.7022499999999999,2.6519206695460147,Developing,40.184375,6.0125,16.97383112217454
Finland,80.7125,4.232293267473079,1.0163622855983707,9.552666666666669,,2.8125,1.2160248853500775,4.576642102373553,2.153388786631919,4.58751525074937,10.634380863666816,3493082.3125,0.9000000000000002,0.8062500000000001,0.8729374999999999,2.850345164553099,Developing,12.411875,1.11125,7.575930438421527
France,82.21875,4.292170305552021,1.3252497292365752,12.40466666666667,51.25,2661.625,1.5109978396208479,4.58751525074937,1.8803806608815832,4.585605030493252,10.504270986817838,27581733.125,0.6249999999999998,0.5999999999999999,0.8705624999999998,2.766319109226186,Developing,12.33875,1.033125,8.161542874409443
Gabon,62.243750000000006,5.395614207996271,3.8026963015004407,7.877333333333333,57.63636363636363,349.8125,4.215446159430975,4.047427642434349,1.1554126137105587,3.9982007016691985,8.91955037243673,1007302.3125,6.91875,6.775,0.6543749999999999,2.5187040293712912,Developing,26.359375,16.11625,29.530006668927687
Gambia,59.462500000000006,5.519959791735979,3.9021241732488985,2.1346666666666665,95.375,41.25,4.41925467868392,4.529907701487544,1.6693407051671432,4.483002552013883,6.582720365353357,,7.5875,7.50625,0.4201875,2.094945728215801,Developing,22.495,16.435625,30.2769636436688
Georgia,73.50625,4.74438850236454,2.893214934458638,5.623333333333334,77.25,1298.0,3.0143700069383623,4.396761294430818,1.992066462194835,4.42484663185681,7.766091790182331,10152.375,2.75,2.89375,0.6779375,2.539631549477247,Developing,27.6325,2.446875,13.09884844376154
Germany,81.175,4.26619481914876,1.3164082336557241,11.628666666666668,77.4375,1497.1875,1.505465322051122,4.551901257108751,1.4044616650753396,4.498419816041211,10.53983888373473,38757347.4375,1.1187499999999997,1.1062499999999995,0.8945000000000001,2.8094026953624978,Developed,13.759375,0.991875,8.079943374855606
Ghana,60.8625,5.193304012844747,3.9316785630865874,1.2686666666666666,67.5,3419.75,4.332516289361254,4.3686564001107095,1.4652595654181855,4.302374475726262,7.2620818626331625,11534782.625,7.65,7.574999999999999,0.525875,2.252606723187804,Developing,24.96375,15.24375,28.70124886529259
Greece,81.21875,4.29898464197175,1.3982538109550444,8.803333333333333,88.9375,24.875,1.5272783825391267,4.515655678780343,2.2015116709006097,4.570837506907586,10.006171099907485,1550208.4375,0.8125000000000001,0.7312500000000003,0.8423125,2.768674822918645,Developing,13.79875,1.199375,8.423891835465922
Grenada,73.29375,5.035327906686628,2.5661505588071707,8.843333333333334,95.46666666666668,0.0,2.719154980834316,4.55519181618185,1.8227196623096311,4.5604342921467,8.832208553254251,,3.91875,3.93125,0.2331875,2.7217065275496957,Developing,22.5625,3.75,14.070633446328113
Guatemala,71.73125,4.8766275975808515,3.4544418961809678,2.268666666666667,87.0909090909091,0.0,3.6645387327275922,4.26882294155503,1.8861601446495393,4.449247103048668,7.8488109879597525,5933907.5,1.3375,1.3375,0.5844374999999998,2.2887396861719926,Developing,15.9575,5.086875,17.08248322648941
Guinea,56.0125,5.560200746178177,4.392827470082126,0.1646666666666666,58.66666666666666,1522.0,4.8632947061975464,3.9596219842274247,1.3886249764581728,3.86859344750081,6.423418360675562,4252798.9375,7.64375,7.624999999999999,0.3647499999999999,1.9706027616456845,Developing,24.63875,25.677500000000002,40.493822922457845
Guinea-Bissau,55.36875,5.064570927761894,4.391775831439559,2.26,75.0,331.3125,4.862850420572537,4.314149212270796,1.769968199225398,4.178226046202803,6.211603586617289,981883.1875,7.500000000000001,7.38125,0.2541875,2.114748355511981,Developing,29.125,24.2775,38.59669717977398
Guyana,65.6375,5.317813574353539,3.465384278487143,7.406000000000001,88.2,0.0,3.6744476903739005,4.4744918623459755,1.8056623743970464,4.479465229613033,7.861841014356128,494437.25,5.681250000000002,5.46875,0.6198125000000001,2.378388056409546,Developing,33.563125,4.7006250000000005,17.158270543214584
Haiti,59.868750000000006,5.125822370571818,4.162908174924015,5.486,40.66666666666666,71.9375,4.53525054589804,3.9855057821879494,1.8218575003853346,3.871201010907891,6.380768592092304,3852657.6875,4.24375,4.2562500000000005,0.4620625,2.134166441369082,Developing,33.59625,25.1425,38.96648109139387
Honduras,72.99374999999999,4.955827057601261,3.113431972404626,3.0420000000000003,95.0625,0.0,3.2899864523261537,4.557816489604621,2.097690675347699,4.5604342921467,7.406045262769995,2832386.5625,2.4000000000000004,2.3375000000000004,0.590125,2.3876153421786213,Developing,18.11625,5.234375,16.593620482332042
Hungary,73.82499999999999,4.990857666487582,1.7888385408003913,11.427333333333332,,2.0625,1.9553299290073636,4.594488337641231,2.0500985494829616,4.59511985013459,9.334885302802252,1604902.25,1.9187500000000004,1.9125000000000003,0.8043125,2.7159356953762,Developed,25.543125,1.460625,10.195651136295336
Iceland,82.44375000000001,3.899444223221286,0.8525518909071482,7.466,,0.0,1.0870878028161557,4.497028027368389,2.1454633372218335,4.497028027368389,10.762589340852982,186177.625,0.9562500000000002,0.9000000000000002,0.8853124999999998,2.8990148540521847,Developed,10.71,0.993125,6.832208916944589
India,65.41874999999999,4.987451958640598,3.92259195677738,1.942,35.0,46454.1875,4.20037360436629,4.243123698247448,1.4721662001938545,4.205625020390917,6.931243623333119,421467690.9375,27.1,27.94375,0.5495000000000001,2.300708332981186,Developing,23.408125,10.49375,23.60416751978427
Indonesia,67.55625,5.115370614360164,3.443218656757893,0.0686666666666667,73.5625,16244.9375,3.6593219018716105,4.130154014918811,0.9795784711100736,4.281860935893159,7.715355264335998,116555259.4375,3.41875,3.94375,0.6414374999999999,2.452082104139957,Developing,25.9175,7.836875,20.054786172989665
Iran (Islamic Republic of),73.85624999999999,4.672828834461906,2.98858176952515,0.016,97.75,2828.25,3.157771400464912,4.58751525074937,1.8389610707123494,4.588786706737567,8.443100894970689,,7.768750000000001,7.956250000000001,0.715,2.5381511643068126,Developing,17.246875,5.47,16.28918200445197
Ireland,80.15,4.28272412109997,1.4306102448944016,12.654,86.83333333333333,174.5,1.59875606408724,4.4557997293338225,2.0449363595801,4.4557997293338225,10.795649058466944,3599794.5625,0.2999999999999999,0.2187499999999999,0.8915,2.8710898283467143,Developed,13.3525,1.0925,8.404590430081612
Israel,81.3,4.085976312551584,1.4271663543901874,2.497333333333334,97.4375,138.9375,1.643356130637561,4.54595082632812,2.0120545229779805,4.48863636973214,10.246403855332641,27862.875,1.14375,1.1,0.8731875,2.754456573916366,Developing,11.351875,1.253125,8.409623797579332
Italy,82.1875,3.9924502545407607,1.2966089575603637,8.266666666666667,95.5,1961.375,1.4605027746577792,4.565649427825808,2.1721726409375206,4.5512418439625355,10.38066754092716,27643788.9375,0.5125,0.525,0.8580625,2.7682825891422884,Developed,11.331875,1.035625,7.785186986758903
Jamaica,74.29375,4.9505313700265505,2.7841235026351003,3.624,83.15384615384616,0.1875,2.939525612535956,4.495634298919785,1.6378309869353185,4.492141455690086,8.379806980903329,1500309.125,1.88125,1.7374999999999998,0.7096250000000001,2.507564673680584,Developing,16.466875,3.349375,14.023555485197608
Japan,82.5375,4.045241849214369,0.9460922231109448,7.040666666666667,,6875.8125,1.2581058129058633,4.564348191467836,1.8675881822798435,4.566948973167894,10.559584330437946,97384.0625,1.8125,1.5437499999999995,0.8765624999999999,2.706382144001513,Developed,9.889375,0.99625,7.245689885231177
Jordan,72.9875,4.738935926151084,2.925510969280922,0.5173333333333333,97.0,26.5,3.0875705240902103,4.575998808687811,2.1726282564059534,4.574710978503383,7.981000165192154,4895075.6875,3.8875,3.86875,0.729,2.5830537109275244,Developing,19.30375,3.6262499999999998,14.378267419522215
Kazakhstan,66.7625,5.447006731937299,3.130099254477355,6.641333333333333,97.3125,1246.9375,3.2573751240188105,4.579852378003801,1.3911160513991043,4.56889513012338,8.843059210600558,8340547.4375,2.4375,2.5437500000000006,0.7450625,2.64084145140876,Developing,33.905625,4.139375,15.973856110433466
Kenya,57.48125,5.853817554149773,3.8088268125996962,1.602,74.57142857142857,2643.875,4.241848199327565,4.251170232498662,1.5408735205652162,4.255612709818223,6.709983966733983,16826787.625,8.4,8.2875,0.497125,2.299455199985118,Developing,21.9875,12.693125,26.597617566077034
Kiribati,65.14999999999999,4.863198139155803,3.9008609407219543,0.4406666666666667,75.1875,0.0,4.170079929687539,4.3208159036289855,1.7453664296583444,4.316654432787733,7.177092562588118,35919.9375,0.15625,0.1374999999999999,0.36375,2.4590545110402626,Developing,53.774375,11.266875,24.201014009565295
Kuwait,73.84375000000001,4.421848128860553,2.223000613651203,0.0213333333333333,98.1875,15.375,2.375312648525285,4.58687891601584,1.0329472072738328,4.590056548178043,10.501175362005142,,3.2812500000000013,3.15625,0.7895,2.6192189873955942,Developing,14.3575,2.403125,11.423286391037042
Kyrgyzstan,69.08125,5.157257707502723,3.414565956067699,2.267333333333333,85.5625,1156.625,3.5522002551986827,4.563045259687421,1.8113442078644775,4.570190467092065,6.638185607110393,,3.35625,3.4125,0.6220625000000001,2.5126434047596,Developing,30.0625,3.600625,15.724648918769105
Lao People's Democratic Republic,62.38125,5.2841550527355325,4.058577046580047,3.505333333333334,60.30769230769231,552.75,4.356596640909823,4.0743544173455986,1.2366335865654843,4.119037174812473,6.913164259864183,,6.275,6.3812500000000005,0.5156250000000001,2.2225944672975526,Developing,29.288125,16.496875,30.1962037402254
Latvia,73.73125,5.086438257511756,2.0342153315746376,8.864,88.9375,3.3125,2.225704048658088,4.554534570019512,1.8455108511526512,4.553876891600541,9.240885157389206,1174562.6875,2.40625,2.43125,0.7924999999999999,2.7452657000283534,Developed,26.605625,2.5725,11.91885763774448
Lebanon,74.2,4.17918344215913,2.393853022994674,1.785333333333334,70.5,295.1875,2.546658087489285,4.26619481914876,1.897719804957849,4.255612709818223,8.709929898232094,2489104.5,4.768750000000002,4.718750000000001,0.4696875,2.6205841753209342,Developing,20.368125,2.88125,12.000944552643087
Lesotho,48.78124999999999,6.310031908134031,4.317104706711973,2.0866666666666664,73.23076923076923,266.6875,4.652143223992853,4.218588164881428,2.029112694344378,4.374970548949673,6.836723347226968,1200527.5625,7.187499999999999,7.068749999999999,0.4568125,2.3661465744837904,Developing,40.38125,11.13125,26.410529838838855
Liberia,57.525,5.50913526817161,4.456974655673464,3.2580000000000005,49.125,705.3125,4.810577373812004,4.084925340305609,1.923372356029947,3.705920919968788,6.1288729130739386,2788942.625,7.8375,7.7625,0.3894375,2.2893731990218154,Developing,19.361875,23.44875,38.22543729765708
Lithuania,72.80624999999999,4.764308407326388,1.8069559161093374,12.632666666666667,94.75,14.9375,2.024110501293178,4.486527405857319,1.8790578420674726,4.54595082632812,9.246109101307487,1926212.125,2.9375,2.96875,0.8066874999999999,2.7788192719904172,Developed,24.186875,2.34125,10.936624824728902
Luxembourg,80.78125,4.213053095399427,1.0477574946164607,11.922,92.375,1.125,1.2436141020980287,4.585605030493252,2.021194299987808,4.594488337641231,11.42269981911466,265276.375,0.95,0.9125000000000002,0.8781250000000002,2.612823351159189,Developed,12.495625,0.69,7.194424692113916
Madagascar,62.74375,5.432902890880455,3.9543159176183975,0.8200000000000001,63.35714285714285,9576.1875,4.359173735023417,4.093302352643657,1.5498294408287892,4.114963849424837,5.894074630203456,10950267.4375,7.868749999999999,7.78125,0.4566874999999999,2.2333689823053637,Developing,28.00625,22.2825,36.02889254352227
Malawi,49.89375,6.05076476287401,4.126055173873893,0.9193333333333332,89.57142857142857,7559.4375,4.625303640907719,4.48933837046297,1.8959192643093623,4.426342518448393,5.8654375452390335,6700263.0625,7.11875,6.987500000000001,0.410625,2.325446762137308,Developing,27.449375,18.725625,33.52774857765562
Malaysia,73.75625000000001,4.775440247695233,1.9702542688733826,0.4906666666666667,96.0,1453.125,2.1256987386900303,4.568246831883494,1.3214002212019,4.56889513012338,8.94867602090556,11529155.8125,8.6125,8.40625,0.749125,2.5307161858192946,Developing,19.8275,2.866875,11.738268255258646
Maldives,75.5375,4.42109709615533,2.8139480723586527,1.407333333333333,97.875,157.875,2.9904998583138274,4.5836911543109675,2.108595731332409,4.5836911543109675,8.63800675617622,3334.25,14.19375,14.2875,0.6386249999999999,2.4849066497880004,Developing,18.791875,3.771875,13.997420026827811
