,Country,Life expectancy,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling,Status
65,Ghana,60.8625,180.0625,40.3125,1.2686666666666666,77.24912203487499,67.5,3419.75,21.724999999999998,59.8125,78.9375,4.328666666666667,73.875,2.2875,834.3761008125001,11534782.625,7.65,7.574999999999999,0.525875,9.512499999999998,Developing
66,Greece,81.21875,73.625,0.1875,8.803333333333333,1759.24682044375,88.9375,24.875,58.681250000000006,0.4375,91.4375,9.038666666666668,96.625,0.10000000000000002,16454.23587,1550208.4375,0.8125000000000001,0.7312500000000003,0.8423125,15.9375,Developing
67,Grenada,73.29375,153.75,0.0,8.843333333333334,363.84122981125,95.46666666666667,0.0,40.212500000000006,0.0,95.125,6.188666666666667,95.625,0.10000000000000002,6259.5172613125,,3.91875,3.9312500000000004,0.23318750000000002,15.20625,Developing
68,Guatemala,71.73125,131.1875,13.125,2.268666666666667,334.0270480281251,87.0909090909091,0.0,40.44375,16.125,71.4375,6.593999999999999,85.5625,0.375,2365.83447375,5933907.5,1.3375000000000001,1.3375000000000001,0.5844374999999998,9.862499999999999,Developing
69,Guinea,56.0125,259.875,30.8125,0.16466666666666666,15.8912829451875,58.666666666666664,1522.0,17.46875,48.375,52.4375,4.009333333333333,47.875,2.19375,279.46479789375,4252798.9375,7.64375,7.624999999999999,0.36474999999999996,7.174999999999998,Developing
70,Guinea-Bissau,55.36875,158.3125,4.5625,2.2600000000000002,21.961644662687497,75.0,331.3125,19.43125,7.3125,74.75,5.870666666666668,65.25,4.818749999999999,384.2149305312501,981883.1875,7.500000000000001,7.38125,0.25418750000000007,8.2875,Developing
71,Guyana,65.6375,203.9375,0.5625,7.406000000000001,187.76501795668753,88.2,0.0,36.38125,1.0,87.75,6.084,88.1875,1.0625,1783.8809370625002,494437.25,5.681250000000002,5.46875,0.6198125000000001,10.787500000000001,Developing
72,Haiti,59.868750000000006,168.3125,17.0,5.486,36.129200178937495,40.666666666666664,71.9375,39.275,24.8125,53.8125,6.183333333333334,48.0,2.7375,434.36012815000004,3852657.6875,4.24375,4.2562500000000005,0.4620625,8.45,Developing
73,Honduras,72.99374999999999,142.0,4.625,3.0420000000000003,192.11563525374999,95.0625,0.0,39.74375,5.6875,95.375,8.147333333333332,95.625,0.81875,1421.7880825000002,2832386.5625,2.4000000000000004,2.3375000000000004,0.590125,10.887500000000001,Developing
74,Hungary,73.82499999999999,147.0625,0.5625,11.427333333333333,376.831080251,,2.0625,56.931250000000006,0.875,98.9375,7.7686666666666655,99.0,0.10000000000000002,8513.641831249997,1604902.25,1.9187500000000004,1.9125000000000003,0.8043125,15.118749999999999,Developed
75,Iceland,82.44375000000001,49.375,0.0,7.466,4991.59530846875,,0.0,51.075,0.0,89.75,8.546000000000001,89.75,0.10000000000000002,30159.502907500006,186177.625,0.9562500000000002,0.9000000000000002,0.8853124999999998,18.156250000000004,Developed
76,India,65.41874999999999,146.5625,1366.6875,1.942,33.2426210915625,35.0,46454.1875,14.793750000000001,1812.5,69.625,4.358666666666666,67.0625,0.2562499999999999,837.9200509125001,421467690.9375,27.099999999999998,27.94375,0.5495000000000001,9.981250000000003,Developing
77,Indonesia,67.55625,166.5625,151.1875,0.0686666666666667,83.76831559187498,73.5625,16244.9375,19.956249999999997,186.625,62.1875,2.663333333333333,72.375,0.20000000000000007,1669.116783075,116555259.4375,3.4187499999999997,3.9437499999999996,0.6414374999999999,11.6125,Developing
78,Iran (Islamic Republic of),73.85624999999999,107.0,25.1875,0.016,0.0,97.75,2828.25,48.63125,29.6875,98.25,6.290000000000001,98.375,0.10000000000000002,,,7.768750000000001,7.956250000000001,0.715,12.656250000000002,Developing
79,Iraq,70.35625,136.75,31.1875,0.13466666666666666,120.663689503125,64.875,3454.375,48.59375,38.0,55.625,4.435833333333333,65.75,0.10000000000000002,3542.5575372499993,18572840.8125,5.3999999999999995,5.1625000000000005,0.6335,9.906249999999998,Developing
80,Ireland,80.15,72.4375,0.0,12.654,4867.3126046874995,86.83333333333333,174.5,53.6875,0.0,86.125,7.7286666666666655,86.125,0.10000000000000002,33835.272005,3599794.5625,0.29999999999999993,0.21874999999999997,0.8915,17.65625,Developed
81,Israel,81.3,59.5,0.9375,2.497333333333334,1467.5358269218748,97.4375,138.9375,54.98750000000001,1.0,94.25,7.4786666666666655,89.0,0.10000000000000002,18860.476015624998,27862.875,1.14375,1.0999999999999999,0.8731875,15.712499999999999,Developing
82,Italy,82.1875,54.1875,2.0,8.266666666666667,2937.1376542306252,95.5,1961.375,56.15,2.3125,96.125,8.777333333333333,94.75,0.10000000000000002,21234.782370625006,27643788.9375,0.5125,0.525,0.8580625,15.93125,Developed
83,Jamaica,74.29375,141.25,1.0,3.6239999999999997,134.249450170875,83.15384615384616,0.1875,45.425000000000004,1.0,89.625,5.144000000000001,89.3125,1.2375,2509.5464696249996,1500309.125,1.8812499999999996,1.7374999999999998,0.7096250000000001,12.275,Developing
84,Japan,82.5375,57.125,2.875,7.040666666666667,3923.05032917375,,6875.8125,25.606249999999996,4.0,96.0,6.472666666666666,96.25,0.10000000000000002,24892.544784375,97384.0625,1.8125,1.5437499999999995,0.8765624999999999,14.975,Developed
85,Jordan,72.9875,114.3125,4.0,0.5173333333333333,273.59953421874997,97.0,26.5,52.999999999999986,4.0,97.125,8.781333333333333,97.0,0.10000000000000002,1822.6299256249997,4895075.6875,3.8874999999999997,3.8687499999999995,0.729,13.237499999999997,Developing
86,Kazakhstan,66.7625,232.0625,7.125,6.641333333333333,203.03090856000003,97.3125,1246.9375,45.15624999999999,8.0625,97.5,4.019333333333334,96.4375,0.10000000000000002,4040.586664374999,8340547.4375,2.4375,2.5437500000000006,0.7450625,14.025,Developing
87,Kenya,57.481249999999996,348.5625,65.875,1.6019999999999999,61.65546434349999,74.57142857142857,2643.875,15.562500000000002,98.625,70.1875,4.668666666666667,70.5,8.7625,716.77006788125,16826787.625,8.4,8.2875,0.49712500000000004,9.96875,Developing
88,Kiribati,65.14999999999999,129.4375,0.0,0.4406666666666667,77.12610334500002,75.1875,0.0,69.43125,0.0,75.25,5.728,74.9375,0.10000000000000002,1175.29241553125,35919.9375,0.15625,0.13749999999999998,0.36375,11.69375,Developing
89,Kuwait,73.84375000000001,83.25,0.5,0.021333333333333336,1719.8409805812503,98.1875,15.375,59.60625,1.0,98.1875,2.809333333333333,98.5,0.10000000000000002,31914.378339374998,,3.2812500000000013,3.15625,0.7895,13.725,Developing
90,Kyrgyzstan,69.08125,173.6875,3.75,2.267333333333333,0.0,85.5625,1156.625,35.112500000000004,4.125,95.875,6.118666666666667,96.5625,0.11250000000000004,,,3.3562499999999997,3.4124999999999996,0.6220625000000001,12.337499999999999,Developing
91,Lao People's Democratic Republic,62.38125,197.1875,10.625,3.505333333333334,0.0,60.30769230769231,552.75,14.362500000000002,14.75,58.8125,3.444,61.5,0.20000000000000007,,,6.275,6.3812500000000005,0.5156250000000001,9.23125,Developing
92,Latvia,73.73125,161.8125,0.0,8.864,530.60519180375,88.9375,3.3125,51.306250000000006,0.0,95.0625,6.331333333333334,95.0,0.10000000000000002,7951.824896624999,1174562.6875,2.4062499999999996,2.43125,0.7924999999999999,15.568749999999998,Developed
93,Lebanon,74.2,65.3125,1.0,1.7853333333333339,333.0479451320625,70.5,295.1875,55.3375,1.0,71.25,6.6706666666666665,70.5,0.10000000000000002,4696.1923789375005,2489104.5,4.768750000000002,4.718750000000001,0.4696875,13.743749999999999,Developing
94,Lesotho,48.78124999999999,550.0625,4.5,2.0866666666666664,82.11891290006248,73.23076923076923,266.6875,25.237499999999994,6.3125,67.9375,7.607333333333333,79.4375,22.968749999999996,794.5230103125001,1200527.5625,7.187499999999999,7.068749999999999,0.4568125,10.65625,Developing
95,Liberia,57.525,246.9375,10.6875,3.2580000000000005,25.27170667675,49.125,705.3125,19.987499999999997,14.75,59.4375,6.843999999999999,40.6875,2.28125,246.28174803125006,2788942.625,7.8375,7.7625,0.38943750000000005,9.86875,Developing
96,Libya,72.48750000000001,139.6875,2.1875,0.01,180.0749890925,96.3125,547.3125,54.83749999999999,2.5,96.5,3.728,96.5,0.10000000000000002,4598.161975416667,,5.599999999999999,5.43125,0.7408125,14.79375,Developing
97,Lithuania,72.80624999999999,117.25,0.0,12.632666666666667,1015.75384256375,94.75,14.9375,49.231249999999996,0.0,88.8125,6.5473333333333334,94.25,0.10000000000000002,9007.4586225,1926212.125,2.9374999999999996,2.9687499999999996,0.8066874999999999,16.1,Developed
98,Luxembourg,80.78125,67.5625,0.0,11.921999999999999,8177.5763413625,92.375,1.125,47.825,0.0,98.0625,7.5473333333333334,98.9375,0.10000000000000002,53257.012740624996,265276.375,0.9500000000000001,0.9125000000000002,0.8781250000000002,13.6375,Developed
99,Madagascar,62.74375,228.8125,34.9375,0.8200000000000001,43.253156571750004,63.357142857142854,9576.1875,14.76875,51.125,59.9375,4.710666666666667,61.25,0.525,314.04132958124995,10950267.4375,7.8687499999999995,7.78125,0.45668749999999997,9.33125,Developing
100,Malawi,49.893750000000004,424.4375,37.125,0.9193333333333331,25.849706456812505,89.57142857142857,7559.4375,16.78125,58.75,89.0625,6.658666666666666,83.625,16.68125,237.50404201875,6700263.0625,7.11875,6.987500000000001,0.410625,10.23125,Developing
101,Malaysia,73.75625000000001,118.5625,3.3125,0.49066666666666675,248.88502812000002,96.0,1453.125,29.168750000000003,4.125,96.375,3.7486666666666664,96.4375,0.10000000000000002,4904.9389918125,11529155.8125,8.6125,8.40625,0.749125,12.562499999999998,Developing
102,Maldives,75.5375,83.1875,0.0,1.4073333333333333,626.4998210524999,97.875,157.875,19.29375,0.0,97.875,8.236666666666668,97.875,0.10000000000000002,3818.2969615624997,3334.25,14.19375,14.2875,0.6386249999999999,12.000000000000002,Developing
103,Mali,54.9375,202.125,55.9375,0.438,48.981176981125,67.15384615384616,823.3125,17.212500000000002,96.5,62.5,6.522666666666667,67.0,1.8249999999999997,530.5121700999999,5781492.875,7.075,6.3500000000000005,0.36518749999999994,6.43125,Developing
104,Malta,80.36250000000001,60.75,0.0,7.130000000000001,1181.43178558125,80.53846153846153,2.1875,66.18125,0.0,89.4375,8.596666666666666,89.3125,0.10000000000000002,10114.797943125002,224742.4375,0.7499999999999999,0.7124999999999999,0.8111875,14.306250000000002,Developed
106,Mauritania,62.8,159.9375,7.8125,0.013333333333333334,31.7031471238125,57.63636363636363,815.9375,22.475,11.9375,63.0625,3.935333333333334,60.125,1.1875000000000004,635.04960900625,1262286.1875,6.48125,6.81875,0.4730625,7.318750000000001,Developing
107,Mauritius,72.7125,163.5625,0.0,2.906666666666667,422.23952429893745,96.1875,54.3125,25.981249999999996,0.0,96.5,4.524666666666667,96.3125,0.10625000000000002,5299.579823624998,663332.875,7.46875,7.4125,0.722625,13.531249999999998,Developing
108,Mexico,75.71874999999999,111.0625,39.625,5.114,465.32749578749997,94.4375,11.0,51.41875,46.5,95.0625,6.074,95.0,0.10000000000000002,5179.33080675,27585265.1875,1.7312499999999997,1.6687499999999997,0.7288749999999999,12.325,Developing
109,Micronesia (Federated States of),68.2,154.0625,0.0,2.1453333333333333,0.0,75.4375,8.75,65.15,0.0,82.375,11.056,81.875,0.10000000000000002,,,0.2125,0.20625000000000002,0.5868125,10.4,Developing
111,Mongolia,65.8875,222.125,1.5625,2.3539999999999996,126.37836398937499,97.4375,2079.25,39.793749999999996,1.9375,97.5625,5.180666666666667,97.375,0.10000000000000002,1984.6880227125002,2037470.6875,2.2812499999999996,2.3875,0.6620625,12.66875,Developing
